"","river","time","kobs","kest_mean","kest_low","kest_high","kest_sd","errFlag"
"1","OhioSection2",1,1.67160529620557,0.948283478707759,0.693150773622167,1.2460796895913,0.142196901404284,1
"2","OhioSection2",2,1.25159013551508,0.847728244409552,0.595385184255331,1.1534280248217,0.146727536995819,1
"3","OhioSection2",3,1.75447960981222,1.01069242467142,0.705774738525124,1.37805242360218,0.168301387388489,1
"4","OhioSection2",4,1.79841640745556,1.26871784687635,0.876327253945914,1.69927921206355,0.21527445498121,1
"5","OhioSection2",5,0.93493136308754,0.377265460750106,0.267332717661947,0.521959861373791,0.0657309015285429,1
"6","OhioSection2",6,1.52228034416813,0.879828960526141,0.618268347828593,1.20639700483224,0.151988228010961,1
"7","OhioSection2",7,1.8187301276176,1.17826723613222,0.822554014022996,1.61143153001493,0.199395336148586,1
"8","OhioSection2",8,1.46996203097751,1.05292896711377,0.741816221257448,1.44553058217437,0.179764175597893,1
"9","OhioSection2",9,1.35397574160149,0.906106071858058,0.636956783387329,1.25572984562944,0.156133681534431,1
"10","OhioSection2",10,0.863551489917055,0.528664105098091,0.368882784743177,0.732431190171064,0.0940243232089173,1
"11","OhioSection2",11,0.606263775112175,0.435060987219381,0.305982480318609,0.596307986410953,0.0740526485314503,1
"12","OhioSection2",12,1.2627916706973,0.732768305248684,0.515634931800415,1.00471437720737,0.127848093081752,1
"13","OhioSection2",13,1.59463091732531,1.00796412142666,0.707169816303586,1.37884193023755,0.169181035640985,1
"14","OhioSection2",14,0.657010478730355,0.448757968139311,0.302845620738734,0.620671153275777,0.0803286074801653,1
"15","OhioSection2",15,0.849459854564219,0.367189566839411,0.252670196958617,0.502745654983338,0.0648258721751109,1
"16","OhioSection2",16,0.574009079288211,0.513418746104984,0.349959014427139,0.712896767185822,0.0900673600872585,1
"17","OhioSection2",17,0.368785794253353,0.310257483610003,0.216794922375482,0.435267016842323,0.056137126344019,1
"18","OhioSection2",18,0.399347901777564,0.506971488333455,0.348534700774583,0.688510484666733,0.0895553640818985,1
"19","OhioSection2",19,0.4107375680425,0.409663569674257,0.283181883710219,0.56388801683154,0.0720485609828175,1
"20","OhioSection2",20,0.978119761754619,0.559990601109235,0.391447854955166,0.769366714903043,0.098821880014945,1
